X,Y,OBJECTID,Line_Name,Station_Name,Street_Address,On_Street,At_Street,City,State,Zip,Municipality,County,Fare_Zone,Owner,Property_Status,Mile_Post,ADA_Accessible,Parking_Available,Number_of_Daily_Parking_Spaces,Daily_Car_Count,Number_of_Bike_Racks,Max_Number_of_Bicycles,Taxi_Stand,Elevators,Escalators,Platform_Type,Ticket_Office,Station_Building,Historic_Station_Building,Enclosed_Waiting_Room,Passenger_Shelter,Passenger_Canopy,Bench,Lighting,Restroom,Trash_Receptacle,Recycling_Bin,Map,Schedule_Information,Fare_Information,Minority_Area,Low_Income_Area,Minority_Low_Income_Area,PA_US_Congressional_District,PA_State_Senate_District,PA_State_House_District,Philadelphia_City_Council_Distr,Weekday_Inbound_Boards,Weekday_Inbound_Leaves,Weekday_Outbound_Boards,Weekday_Outbound_Leaves,Weekday_Total_Boards,Weekday_Total_Leaves,Weekday_Inbound_Trips,Weekday_Outbound_Trips,Saturday_Inbound_Boards,Saturday_Inbound_Leaves,Saturday_Outbound_Boards,Saturday_Outbound_Leaves,Saturday_Total_Boards,Saturday_Total_Leaves,Saturday_Inbound_Trips,Saturday_Outbound_Trips,Sunday_Inbound_Boards,Sunday_Inbound_Leaves,Sunday_Outbound_Boards,Sunday_Outbound_Leaves,Sunday_Total_Boards,Sunday_Total_Leaves,Sunday_Inbound_Trips,Sunday_Outbound_Trips,Total_Daily_Board,Total_Daily_Leaves,Total_Weekly_Boards,Total_Weekly_Leaves,Total_Weekly_Trips,Total_Annual_Boards,Total_Annual_Leaves,Total_Annual_Trips,Stop_ID,Latitude,Longitude,GlobalID
-75.196739397999977,40.073439093000047,14,Chestnut Hill East Line,Wyndmoor,256 Wyndmoor St,Wyndmoor St,E. Willow Grove Ave,Philadelphia,PA,19118,Philadelphia,Philadelphia,2,SEPTA,Own,10,No,Yes,150,126,0,0,No,No,No,Low,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,4,200,8,454,3,2,441,456,444,,,216,1,0,176,216,177,,,114,2,1,109,115,111,,,787,732,2612,2507,,134258,128801,,90718,40.07344814,-75.19675189,3394bf62-1695-46f4-84a3-83214a69262b
-75.19492511499999,40.057457918000068,15,Chestnut Hill West Line,Allen Lane,7260 Cresheim Rd,Cresheim Rd,W. Allen Ln,Philadelphia,PA,19119,Philadelphia,Philadelphia,2,SEPTA,Own,4.8,Yes,Yes,6,6,0,0,No,No,No,High,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,4,198,8,298,3,4,322,302,325,,,82,7,1,104,83,111,,,41,2,3,29,44,31,,,429,467,1637,1767,,83853,90445,,90804,40.05745792,-75.19492511,45f7fa50-6a85-454d-a58b-264f8bcc27c9
-75.191618976999962,40.050928007000039,16,Chestnut Hill West Line,Carpenter,201 Carpenter Ln,Carpenter Ln,Emlen st,Philadelphia,PA,19119,Philadelphia,Philadelphia,2,SEPTA,Own,4.4,No,Yes,93,44,0,0,No,No,No,Low,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,200,8,388,7,7,417,395,424,,,84,7,6,73,90,80,,,50,2,2,61,52,63,,,537,567,2117,2263,,108421,115934,,90805,40.05092801,-75.19161898,2b7a8044-4d84-4ebe-9ee7-995e9f04bcd8
-75.18109626599994,40.029959563000034,17,Chestnut Hill West Line,Chelten Avenue,359 W. Chelten Ave,W. Chelton Ave,Morris St,Philadelphia,PA,19144,Philadelphia,Philadelphia,1,SEPTA,Own,2.8,No,Yes,24,24,0,0,No,No,No,Low,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,198,8,376,16,15,414,391,430,,,129,12,11,128,140,140,,,67,10,14,96,81,106,,,612,676,2177,2396,,111734,123078,,90808,40.02995956,-75.18109627,1c0021f1-33f5-4433-a114-33ebaaefdbd4
-75.208512173999964,40.076228177000075,18,Chestnut Hill West Line,Chestnut Hill West,9 W. Evergreen Ave,W. Evergreen Ave,Germantown Ave,Philadelphia,PA,19118,Philadelphia,Philadelphia,2,SEPTA,Own,6.65,Yes,Yes,119,87,0,0,No,No,No,High,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,4,200,8,447,0,0,476,447,476,,,168,0,0,156,168,156,,,97,0,0,104,97,104,,,712,736,2502,2640,,128424,135524,,90801,40.07622818,-75.20851217,562302d3-7da7-4a90-97da-c37f9758dc60
-75.21112681599999,40.070349096000029,19,Chestnut Hill West Line,Highland,8452 St. Martins Ln,St. Martins Ln,Highland Ave,Philadelphia,PA,19118,Philadelphia,Delaware,2,SEPTA,Own,6.1,No,Yes,61,10,0,0,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,9,159,,53,0,3,61,56,61,,,8,0,0,8,8,8,,,7,0,0,6,7,6,,,71,75,295,319,,15102,16319,,90802,40.0703491,-75.21112682,8d71f3cc-e60b-469a-8066-67ccaafa4d50
-75.15658399199998,39.997211994000054,20,Chestnut Hill West Line,North Philadelphia,1503 W. Indiana Ave,W. Indiana Ave,N. Broad St,Philadelphia,PA,19132,Philadelphia,Philadelphia,1,AMTRAK,Leased,0.07,No,Yes,100,3,0,0,No,No,No,Low,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,197,8,3,21,31,5,34,26,,,,12,8,4,8,16,,,,11,4,2,4,13,,,46,55,182,159,,9318,8216,,90810,39.99721199,-75.15658399,5ba36ab3-990d-4a3d-9c09-a6deca091d4d
-75.178067257999942,40.023258034000037,21,Chestnut Hill West Line,Queen Lane,575 W. Queen Ln ,W. Queen Ln,Wissahickon Ave,Philadelphia,PA,19144,Philadelphia,Philadelphia,1,SEPTA,Own,2.2,Yes,Yes,51,51,0,0,No,No,No,Mini,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,198,8,507,32,35,500,542,532,,,135,4,7,128,142,132,,,50,2,0,63,50,65,,,734,729,2900,2857,,148418,146294,,90809,40.02325803,-75.17806726,0b5719fb-d6ab-4779-8195-739993a0d678
-75.204526160999933,40.065803707000043,22,Chestnut Hill West Line,St. Martins,320 W. Willow Grove Ave,W. Willow Grove Ave,Pocono St,Philadelphia,PA,19118,Philadelphia,Philadelphia,2,SEPTA,Own,5.6,No,Yes,76,38,0,0,No,No,No,Low,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,4,198,8,191,2,0,150,191,152,,,54,1,1,45,55,46,,,18,0,0,23,18,23,,,264,221,1028,829,,52609,42486,,90803,40.06580371,-75.20452616,4f3fdb8c-beb3-4c49-857f-8ba62d38be6e
-75.18695814199998,40.035122891000071,23,Chestnut Hill West Line,Tulpehocken,333 W. Tulpehocken St,W. Tulpehocken St,Wayne Ave,Philadelphia,PA,19144,Philadelphia,Philadelphia,2,SEPTA,Own,3.3,No,Yes,32,25,0,0,No,No,No,Low,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,198,8,185,5,4,195,189,200,,,62,7,4,73,66,80,,,41,2,7,41,48,43,,,303,323,1059,1123,,54411,57654,,90807,40.03512289,-75.18695814,68d58924-7c01-4198-8ba0-4c530489ca85
-75.19018317299998,40.042381972000044,24,Chestnut Hill West Line,Upsal,6505 Greene St,Greene St,W. Upsal St,Philadelphia,PA,19119,Philadelphia,Philadelphia,2,SEPTA,Own,3.8,No,Yes,7,7,0,0,No,No,No,Low,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,4,198,8,419,6,5,336,424,342,,,99,5,4,110,103,115,,,69,2,3,54,72,56,,,599,513,2295,1881,,117652,96438,,90806,40.04238197,-75.19018317,c5a5e8ef-5cd4-4fb7-9567-3ad4f7c43f6a
-75.227762617999986,40.001042706000078,25,Cynwyd Line,Bala,9 City Ave,City Ave,Bala Ave,Philadelphia,PA,19131,Lower Merion,Philadelphia,2,SEPTA,Own,5.7,Yes,Yes,76,70,0,0,No,No,No,Mini,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,17,194,,126,1,0,120,126,121,,,,,,,0,0,,,,,,,0,0,,,126,121,630,605,,32130,30855,,90002,40.00104271,-75.22776262,5b4fa0af-e6c7-4f1c-9665-1f4541c9f0b0
-75.231867757999964,40.006858264000073,26,Cynwyd Line,Cynwyd,1 E. Montgomery Ave,Montgomery Ave,Conshohocken State Rd,Bala Cynwyd,PA,19004,Lower Merion,Philadelphia,2,SEPTA,Own,6.1,Yes,Yes,51,41,0,0,No,No,No,Low,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,17,194,,119,0,0,95,119,95,,,,,,,0,0,,,,,,,0,0,,,119,95,595,475,,30345,24225,,90001,40.00685826,-75.23186776,6fc88583-3447-4663-8a1c-4c820911ac6b
-75.225646671999982,39.990213250000068,27,Cynwyd Line,Wynnefield Avenue,5024  Wynnfield Ave,Wynnfield Ave,Bryn Mawr Ave,Philadelphia,PA,19131,Philadelphia,Philadelphia,1,SEPTA,Own,4.9,No,Yes,71,68,0,0,No,No,No,Low,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,7,194,4,72,0,4,79,76,79,,,,,,,0,0,,,,,,,0,0,,,76,79,380,395,,19380,20145,,90003,39.99021325,-75.22564667,fd321ed5-950d-42ba-99d5-cf82ac01e423
-75.092869182999948,40.057870683000033,28,Fox Chase Line,Cheltenham,589 Hasbrook Ave,Hasbrook Ave,Old Soldiers Rd,Philadelphia,PA,19111,Philadelphia,Philadelphia,2,SEPTA,Own,9.7,Yes,Yes,74,30,3,6,No,No,No,High,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,3,170,9,301,0,0,360,301,360,,,70,0,6,65,76,65,,,21,0,0,37,21,37,,,398,462,1602,1902,,81925,97326,,90813,40.05788785,-75.09285086,e2250c6a-ae6f-4e8e-a852-44e75e5ac625
-75.083523820999972,40.07590997300008,29,Fox Chase Line,Fox Chase,440 Rhawn St,Rahwn St,Elberon Ave,Philadelphia,PA,19111,Philadelphia,Philadelphia,2,SEPTA,Own,11.1,Yes,Yes,325,325,3,6,No,No,No,Mini,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,3,172,10,1376,0,0,1254,1376,1254,,,279,0,0,279,279,279,,,131,0,0,148,131,148,,,1786,1681,7291,6697,,373012,342862,,90815,40.07590997,-75.08352382,e1796dec-4b6a-41fc-a642-5ed0caa89f2a
-75.103231798999957,40.051367653000057,30,Fox Chase Line,Lawndale,105 Devereaux Ave,Devereaux Ave,Newtown Ave,Philadelphia,PA,19111,Philadelphia,Philadelphia,2,SEPTA,Own,9,Yes,No,N/A,0,0,0,No,No,No,High,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,13,4,154,,197,0,1,226,198,226,,,36,3,1,37,37,40,,,26,3,1,27,27,30,,,262,296,1054,1200,,53980,61450,,90812,40.05136765,-75.1032318,7c2d43c8-7fdd-4cb0-9d7a-2e7cc8f5afbd
-75.122513925999954,40.033395612000049,31,Fox Chase Line,Olney,5411 N. Mascher St,N. Mascher St,Tabor Rd,Philadelphia,PA,19120,Philadelphia,Philadelphia,1,SEPTA,Own,7.3,Yes,Yes,61,61,0,0,No,No,No,High,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,3,198,9,170,2,4,146,174,148,,,55,2,4,35,59,37,,,26,0,1,26,27,26,,,260,211,956,803,,49004,41172,,90811,40.0333942,-75.12251613,c17cc909-1045-4131-9254-3bd050a82b8b
-75.086731148999945,40.063645491000045,32,Fox Chase Line,Ryers,701 Cottman Ave,Cottman Ave,Hasbrook Ave,Philadelphia,PA,19111,Philadelphia,Philadelphia,2,SEPTA,Own,10.21,Yes,Yes,59,59,0,0,No,No,No,Low,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,3,170,10,378,2,0,417,378,419,,,91,3,3,79,94,82,,,39,0,0,34,39,34,,,511,535,2023,2211,,103540,113081,,90814,40.06364018,-75.08673619,251efeda-4e8d-434e-ace8-50244f940c06
-75.181805964999967,39.956516281000063,33,Joint,30th Street Station,2955 Market St,30th St,Market St,Philadaelphia,PA,19104,Philadelphia,Philadelphia,0,AMTRAK,Leased,0.9,Yes,No,N/A,0,0,0,Yes,Yes,Yes,High,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,7,195,3,,,12851,,12851,12851,,,,,4535,,4535,4535,,,,,4000,,4000,4000,,,21386,21386,72790,72790,,3744825,3744825,,90004,39.95651628,-75.18180596,d9618ce0-d02b-486c-9f1b-ea2dc67d8032
-75.127676758999939,40.071228057000042,34,Joint,Elkins Park,7876 Spring Ave,Spring Ave,Park Ave,Elkins Park,PA,19027,Cheltenham,Montgomery,2,SEPTA,Own,9.2,No,Yes,123,123,0,0,No,No,No,Low,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,13,4,154,,592,31,137,435,729,466,,,213,17,12,238,225,255,,,141,6,12,104,153,110,,,1107,831,4022,2697,,206392,138564,,90409,40.07122806,-75.12767676,f78c04ba-be3d-4b45-95d5-f98ed38c40c4
-75.1348088299999,40.040884985000048,35,Joint,Fern Rock T.C.,900 Nedro Ave,Nedro Ave,10th St,Philadelphia,PA,19141,Philadelphia,Philadelphia,1,SEPTA,Own,7,Yes,Yes,713,713,0,0,No,Yes,No,High,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,202,9,361,434,451,339,813,773,,,167,307,238,176,405,483,,,140,143,123,110,263,253,,,1481,1509,4732,4599,,243563,236816,,90407,40.04088499,-75.13480883,ab14f7e9-bbd6-4799-824d-09995d85beda
-75.153746396999964,40.101353927000048,36,Joint,Glenside,49 W. Glenside Ave,W. Glenside Ave,S. Easton Rd,Glenside,PA,19038,Cheltenham,Montgomery,3,SEPTA,Own,11.9,No,Yes,313,313,8,16,No,No,No,Low,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,4,154,,1043,108,132,978,1175,1087,,,528,57,54,485,582,541,,,291,37,48,284,339,321,,,2096,1949,6797,6295,,349585,323834,,90411,40.10134785,-75.15375504,ed1c106a-742d-4196-ad5f-e1c646b6586a
-75.158372026999984,39.952640798000061,37,Joint,Jefferson,1100 Market St,11th St,Market St,Philadaelphia,PA,19107,Philadelphia,Philadelphia,0,SEPTA,Own,0.4,Yes,No,N/A,0,0,0,Yes,No,Yes,High,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,175,1,,,14369,,14369,14369,,,,,5034,,5034,5034,,,,,4914,,4914,4914,,,24317,24317,81793,81793,,4210875,4210875,,90006,39.9526408,-75.15837203,3305ecf2-ec64-4473-99ac-8d6fa016a77d
-75.137728119999963,40.093146948000026,38,Joint,Jenkintown-Wyncote,2 Greenwood Ave,Greenwood Ave,Glenside Ave,Jenkintown,PA,19046,Jenkintown,Montgomery,3,SEPTA,Own,10.7,No,Yes,589,589,8,16,No,No,No,Low,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,4,154,,1477,189,203,1491,1680,1680,,,648,68,66,623,715,691,,,379,37,45,239,425,276,,,2819,2647,9537,9366,,490098,480283,,90410,40.09314695,-75.13772812,8fc1e4ba-d0ff-4d3b-8d1e-951745c0d4b2
-75.129140648999964,40.059478790000071,39,Joint,Melrose Park,900 Valley Rd,Valley Rd,Mill Rd,Elkins Park,PA,19027,Cheltenham,Montgomery,2,SEPTA,Own,8.4,Yes,Yes,198,170,0,0,No,No,No,High,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,4,154,,506,24,29,461,534,484,,,171,17,25,189,196,206,,,101,5,30,92,131,97,,,861,787,2999,2725,,154044,139860,,90408,40.05947879,-75.12914065,51810be9-ef8b-478e-a14a-e2716d7f4ce7
-75.153710545999957,39.991877955000064,40,Joint,North Broad,2693 N. Broad St (near Lehigh Ave),N. Broad St,Lehigh Ave,Philadelphia,PA,19133,Philadelphia,Philadelphia,1,SEPTA,Own,2.9,Yes,No,N/A,0,0,0,No,No,No,Mini,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,181,5,11,133,158,16,169,149,,,10,84,97,19,107,103,,,6,84,62,38,68,121,,,344,373,1021,969,,52641,50366,,90008,39.99187796,-75.15371055,b71340cd-6763-4c1f-bba0-a60ffafd2eb8
-75.16747097199999,39.95399019000007,41,Joint,Suburban Station,1600 J.F.K Blvd,16th St,JFK Blvd,Philadaelphia,PA,19103,Philadelphia,Philadelphia,0,SEPTA,Own,0,Yes,No,N/A,0,0,0,Yes,No,Yes,High,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,1,182,5,,,25049,,25049,25049,,,,,4009,,4009,4009,,,,,3008,,3008,3008,,,32066,32066,132262,132262,,6770427,6770427,,90005,39.95399019,-75.16747097,b1c4413b-6d73-46f9-bacc-3b0d3cc93623
-75.149531786999944,39.981478976000062,42,Joint,Temple University,927 W. Berks St,Berks St,10th St,Philadelphia,PA,19122,Philadelphia,Philadelphia,0,SEPTA,Own,2.1,Yes,No,N/A,0,0,0,No,Yes,No,High,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,181,5,1007,2088,2138,868,3145,2955,,,452,460,610,407,1062,866,,,343,443,393,434,736,877,,,4943,4698,17522,16519,,899833,849494,,90007,39.98147898,-75.14953179,9ad1547c-8121-43b9-af3c-3a655fbfd52b
-75.189932124999984,39.948197535000077,43,Joint,University City,3149 Convention Blvd,Convention Blvd,South St,Philadaelphia,PA,19104,Philadelphia,Philadelphia,0,SEPTA,Own,1.7,Yes,No,N/A,0,0,0,No,Yes,No,High,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,8,188,3,1560,1590,1555,1646,3115,3236,,,143,252,250,138,393,390,,,130,208,210,147,340,355,,,3848,3981,16308,16926,,834460,866078,,90406,39.94819754,-75.18993212,5226b0cf-8b7c-47a6-a324-46d12b0724c1
-75.159950297999956,40.02242327600004,44,Joint,Wayne Junction,2129 Windrim Ave,Windrim Ave,Wayne Ave,Philadaelphia,PA,19144,Philadelphia,Philadelphia,1,SEPTA,Own,5.2,No,No,N/A,0,0,0,No,No,No,High,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,198,8,353,206,161,312,514,517,,,179,59,71,189,249,248,,,150,61,61,91,211,152,,,974,917,3030,2987,,156235,153627,,90009,40.02242328,-75.1599503,6a80af2b-d611-47df-bc3c-45be17a613e0
-75.22435961399998,40.15282723200005,45,Lansdale Doylestown Line,Ambler,35 W. Butler Ave,Butler Ave,W. Maple St,Ambler,PA,19002,Ambler,Montgomery,3,SEPTA,Own,17.2,Yes,Yes,588,552,2,6,No,No,No,High,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,12,151,,1184,41,18,863,1203,904,,,223,19,23,228,246,247,,,168,16,16,200,184,216,,,1633,1368,6444,4984,,330199,255938,,90526,40.15280274,-75.22435441,7ec33112-d966-48f1-96fd-aa520b5161f8
-75.211072972999943,40.287780268000063,46,Lansdale Doylestown Line,Chalfont,13 Sunset Ave,Sunset Ave,Main St,Chalfont,PA,18914,Chalfont,Bucks,4,SEPTA,Own,5.3,Yes,Yes,81,81,2,4,No,No,No,High,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,10,144,,124,2,3,137,127,139,,,66,12,15,67,80,79,,,44,2,3,43,47,45,,,254,262,762,817,,39282,42045,,90535,40.28778027,-75.21107297,4261bd46-d478-45fb-9b19-bc69465e8759
-75.254079138999941,40.268495470000062,47,Lansdale Doylestown Line,Colmar,107 Bethlehem Pk,Bethlehem Pike,Walnut St,Colmar,PA,18915,Hatfield,Montgomery,4,SEPTA,Own,2.4,Yes,Yes,291,279,3,6,No,No,No,High,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,12,53,,421,2,16,376,437,378,,,195,3,0,211,195,214,,,205,3,0,195,205,198,,,837,791,2587,2304,,133544,119091,,90533,40.26849547,-75.25407914,097e7018-fb46-4184-9290-783262fc4ba0
-75.161782790999951,40.297235472000068,48,Lansdale Doylestown Line,Delaware Valley College,700 E. Butler Ave (on campus),E. Butler Ave,Del Val College Campus,Doylestown,PA,18901,Doylestown,Bucks,4,SEPTA,Own,8.4,Yes,No,N/A,0,0,0,No,No,No,High,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,10,143,,61,12,3,75,64,86,,,110,4,1,102,111,106,,,33,2,0,42,33,44,,,208,236,464,581,,24007,30044,,90537,40.29723547,-75.16178279,4c4b1472-12e0-4e8e-ab8f-d1f795f2af9c
-75.130680143999939,40.306199607000053,49,Lansdale Doylestown Line,Doylestown,130 S. Clinton St,S. Clinton St,Bridge st,Doylestown,PA,18901,Doylestown,Bucks,4,SEPTA,Own,10,Yes,Yes,169,155,2,10,No,No,No,Mini,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,10,143,,358,0,0,340,358,340,,,226,0,0,255,226,255,,,201,0,0,196,201,196,,,784,791,2216,2149,,114649,111203,,90538,40.30619961,-75.13068014,3e702521-33ae-45a2-b0ed-9a690c5f7489
-75.211573965999946,40.135314061000031,50,Lansdale Doylestown Line,Fort Washington,7299 Station Ave,Station Ave,S. Bethlehem Pike,Fort Washington,PA,19034,Whitemarsh,Montgomery,3,SEPTA,Own,15.9,Yes,Yes,573,573,3,6,No,No,No,High,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,7,148,,877,38,61,989,938,1027,,,186,5,2,153,188,158,,,107,7,3,154,110,161,,,1236,1346,4988,5455,,255324,279505,,90525,40.13531406,-75.21157397,998ce4e5-5de6-4f78-a849-79ae9d2192ea
-75.266305657999965,40.259503816000063,51,Lansdale Doylestown Line,Fortuna,101 Cowpath Rd,Cowpath Rd,Walnut St,Landsdale,PA,19446,Hatfield,Montgomery,4,SEPTA,Own,1.5,No,Yes,33,25,0,0,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,12,53,,48,1,79,109,126,110,,,69,1,0,65,69,66,,,34,1,2,30,36,31,,,231,207,735,645,,37805,33181,,90532,40.25950382,-75.26630566,5c786e9f-ed7a-4a10-a907-3234cf00717b
-75.256913170999951,40.184816397000077,52,Lansdale Doylestown Line,Gwynedd Valley,521 Plymouth Rd,Plymouth Rd,Railroad Crossing,Ambler,PA,19002,Lower Gwynedd,Montgomery,3,SEPTA,Own,20,No,Yes,118,118,3,6,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,12,61,,237,6,5,228,242,234,,,88,9,8,75,96,83,,,50,0,1,52,51,52,,,389,370,1355,1305,,69570,66987,,90528,40.18480568,-75.25691971,32369aea-ed2e-40f9-b78b-ed04cedcfdec
-75.284866792999935,40.243090982000069,53,Lansdale Doylestown Line,Lansdale,80 W. Main St,W. Main St,Walnut St,Landsdale,PA,19446,Lansdale,Montgomery,4,SEPTA,Own,0.1,Yes,Yes,590,573,4,8,No,No,No,Mini,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,24,53,,1453,28,37,1271,1490,1299,,,427,28,18,424,445,452,,,348,9,8,307,356,316,,,2291,2067,8251,7262,,423727,373047,,90531,40.24309098,-75.28486679,1356f4d8-d27c-4973-9c46-afe5c2f649de
-75.246741218999944,40.273891939000066,54,Lansdale Doylestown Line,Link Belt,3367 E. Walnut St,W. Walnut St,County Line Rd,Chalfont,PA,18915,Hatfield,Montgomery,4,SEPTA,Own,3,Yes,No,N/A,0,0,0,No,No,No,High,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,12,53,,39,2,0,48,39,50,,,0,0,0,16,0,16,,,0,0,1,2,1,2,,,40,69,195,271,,9950,13832,,90534,40.27389194,-75.24674122,7814860d-f0cb-495f-9502-c08c3cada569
-75.179640885999959,40.297490609000079,55,Lansdale Doylestown Line,New Britain,100 S. Tamenend,S. Tamenend Ave,Mathews Ave,Doylestown,PA,18901,Doylestown,Bucks,4,SEPTA,Own,7.1,Yes,Yes,39,35,2,4,No,No,No,High,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,10,143,,48,1,0,54,48,55,,,23,2,7,28,29,30,,,7,0,0,13,7,13,,,85,98,279,319,,14288,16394,,90536,40.29749061,-75.17964089,830e96c8-fe8e-40ac-9862-674b10da9f6c
-75.278753058999939,40.250349721000077,56,Lansdale Doylestown Line,Ninth Street,141 W. Ninth St,Ninth St,Shaw Ave,Lansdale,PA,19446,Lansdale,Montgomery,4,SEPTA,Own,0.75,Yes,No,N/A,,,,No,No,No,High,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,24,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90539,40.25034972,-75.27875306,2f9137f0-bc8b-48d0-9772-9cb05da7aa14
-75.169437191999975,40.112032673000044,57,Lansdale Doylestown Line,North Hills,85 Station Ave,Station Ave,N. Hills Ave,Glenside,PA,19038,Abington,Montgomery,3,SEPTA,Own,163,No,Yes,147,105,2,6,No,No,No,Low,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,4,153,,210,27,35,181,245,209,,,40,7,13,37,53,44,,,31,5,5,31,36,36,,,334,288,1316,1122,,67419,57532,,90523,40.11203267,-75.16943719,670914c3-16d3-44df-b7fb-d7fe541da04e
