X,Y,OBJECTID,Line_Name,Station_Name,Street_Address,On_Street,At_Street,City,State,Zip,Municipality,County,Fare_Zone,Owner,Property_Status,Mile_Post,ADA_Accessible,Parking_Available,Number_of_Daily_Parking_Spaces,Daily_Car_Count,Number_of_Bike_Racks,Max_Number_of_Bicycles,Taxi_Stand,Elevators,Escalators,Platform_Type,Ticket_Office,Station_Building,Historic_Station_Building,Enclosed_Waiting_Room,Passenger_Shelter,Passenger_Canopy,Bench,Lighting,Restroom,Trash_Receptacle,Recycling_Bin,Map,Schedule_Information,Fare_Information,Minority_Area,Low_Income_Area,Minority_Low_Income_Area,PA_US_Congressional_District,PA_State_Senate_District,PA_State_House_District,Philadelphia_City_Council_Distr,Weekday_Inbound_Boards,Weekday_Inbound_Leaves,Weekday_Outbound_Boards,Weekday_Outbound_Leaves,Weekday_Total_Boards,Weekday_Total_Leaves,Weekday_Inbound_Trips,Weekday_Outbound_Trips,Saturday_Inbound_Boards,Saturday_Inbound_Leaves,Saturday_Outbound_Boards,Saturday_Outbound_Leaves,Saturday_Total_Boards,Saturday_Total_Leaves,Saturday_Inbound_Trips,Saturday_Outbound_Trips,Sunday_Inbound_Boards,Sunday_Inbound_Leaves,Sunday_Outbound_Boards,Sunday_Outbound_Leaves,Sunday_Total_Boards,Sunday_Total_Leaves,Sunday_Inbound_Trips,Sunday_Outbound_Trips,Total_Daily_Board,Total_Daily_Leaves,Total_Weekly_Boards,Total_Weekly_Leaves,Total_Weekly_Trips,Total_Annual_Boards,Total_Annual_Leaves,Total_Annual_Trips,Stop_ID,Latitude,Longitude,GlobalID
-75.403731692999941,40.049694657000032,103,Paoli Thorndale Line,Strafford,97 Old Eagle School Rd,Old Eagle School Rd,Strafford Ave,Wayne,PA,19087,Tredyffrin,Chester,3,AMTRAK,Leased,15.4,No,Yes,289,289,4,8,No,No,No,Mini,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,157,,828,24,54,685,882,709,,,249,12,12,219,261,231,,,149,3,6,165,155,168,,,1298,1108,4828,3944,,247574,202551,,90510,40.04969466,-75.40373169,75924088-875d-4eb6-9501-dd0d0b5f6353
-75.76270436599998,39.99268217100007,104,Paoli Thorndale Line,Thorndale,201 S. Bailey Rd,S. Bailey Rd,Hazelwood Ave,Thorndale,PA,19372,Caln,Chester,4,AMTRAK,Leased,35.3,Yes,Yes,447,297,2,6,No,No,No,High,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,44,158,,535,0,0,558,535,558,,,128,1,0,103,128,104,,,0,0,0,0,0,0,,,663,662,2802,2894,,143043,147698,,90501,39.99268217,-75.76270437,2e9593cb-84c1-4112-8a56-e117702bb848
-75.342323541999974,40.038651693000077,105,Paoli Thorndale Line,Villanova,308 N. Spring Mill Rd,N. Spring Mill Rd,County Line Rd,Villonova,PA,19085,Radnor,Delaware,3,AMTRAK,Leased,12,No,Yes,167,167,5,10,No,No,No,Low,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,17,165,,449,82,95,444,544,526,,,284,20,34,292,318,312,,,157,26,37,168,194,194,,,1056,1032,3232,3136,,166529,161632,,90514,40.03865169,-75.34232354,d4fe97fd-b6f7-4aa2-82f1-90253577b96a
-75.387251710999976,40.045852546000049,106,Paoli Thorndale Line,Wayne,145 N. Wayne Ave,N. Wayne Ave,Station Rd,Wayne,PA,19087,Radnor,Delaware,3,AMTRAK,Leased,14.5,Yes,Yes,267,267,7,14,No,No,No,High,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,17,165,,639,31,30,583,669,614,,,245,28,28,246,273,274,,,146,9,12,163,158,172,,,1100,1060,3776,3516,,193955,180794,,90511,40.04585255,-75.38725171,ffad947f-f21f-416f-b7c2-c32119f59c1a
-75.638456657999939,40.014710963000027,107,Paoli Thorndale Line,Whitford,401 Spackman Ln,Spackman Ln,S. Whitford Rd,Exton,PA,19341,West Whiteland,Chester,4,AMTRAK,Leased,28.3,No,Yes,286,218,2,4,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,167,,399,2,0,381,399,383,,,18,2,1,28,19,30,,,0,0,0,0,0,0,,,418,413,2014,1945,,102733,99225,,90503,40.01471096,-75.63845666,6f0f88b6-3cb0-4056-a907-f9982144fd12
-75.273090959999934,40.002836672000058,108,Paoli Thorndale Line,Wynnewood,67 E. Wynnewood Rd,E. Wynnewood Rd,Penn Rd,Wynnewood,PA,19096,Lower Merion,Montgomery,2,AMTRAK,Leased,7.5,No,Yes,239,239,4,8,No,No,No,Low,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,17,149,,802,53,37,670,839,723,,,251,21,31,230,282,251,,,160,12,32,208,192,220,,,1313,1194,4669,4086,,239745,210177,,90519,40.00283667,-75.27309096,9247e16d-8cd3-4cda-a5a2-df3f83d42ecc
-75.069943083999988,40.010685340000066,109,Trenton Line,Bridesburg,2202 Bridge St,Bridge St,Harbison Ave,Philadelphia,PA,19137,Philadelphia,Philadelphia,2,AMTRAK,Leased,80.1,No,No,N/A,0,0,0,No,No,No,Low,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,5,173,6,83,128,138,70,221,198,,,14,96,75,19,89,115,,,10,66,52,15,62,81,,,372,394,1256,1186,,64579,61168,,90710,40.01068534,-75.06994308,fdb0c6ed-457c-4b41-b4d5-9438d0ccf1d1
-74.854819763999956,40.104938550000043,110,Trenton Line,Bristol,790 Washington St,Washington St,Prospect St,Bristol,PA,19007,Bristol,Bucks,4,AMTRAK,Leased,66.5,No,Yes,294,153,6,12,No,No,No,Low,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,6,140,,258,36,46,346,304,382,,,107,17,26,128,133,145,,,67,20,17,90,84,110,,,521,637,1737,2165,,89308,111330,,90703,40.10493855,-74.85481976,06d8bc27-32c2-4241-8e71-0345a57f99ba
-74.952156160999948,40.07184533800006,111,Trenton Line,Cornwells Heights,799 Station Ave (off I-95),Station Ave,I-95,Bensalem,PA,19020,Bensalem,Bucks,3,AMTRAK,Leased,72.5,Yes,Yes,1929,1278,2,4,No,No,No,Mini,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,6,18,,1480,43,48,1542,1528,1585,,,100,18,25,111,125,129,,,50,18,28,45,78,63,,,1731,1777,7843,8117,,400664,414537,,90706,40.07184534,-74.95215616,0120330b-94c6-4d7a-b9a3-5b3860763dd5
-74.906808032999947,40.093554229000063,112,Trenton Line,Croydon,751 Bristol Pike,Bristol Pike,Newportville Rd,Croydon,PA,19021,Bristol,Bucks,3,AMTRAK,Leased,69.6,Yes,Yes,197,106,1,2,No,No,No,High,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,6,141,,431,58,68,525,499,583,,,136,36,50,160,186,196,,,69,18,27,68,96,86,,,781,865,2777,3197,,142485,163845,,90704,40.09355423,-74.90680803,c8897431-f852-495a-a232-6e4ac57430dd
-74.933730952999952,40.082957925000073,113,Trenton Line,Eddington,1099 Street Rd,Street Rd,Dunks Ferry Rd,Bensalem,PA,19020,Bensalem,Bucks,3,AMTRAK,Leased,71.3,No,No,N/A,0,0,0,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,6,18,,25,5,6,63,31,68,,,16,2,0,10,16,12,,,1,0,4,4,5,4,,,52,84,176,356,,9027,18196,,90705,40.08295793,-74.93373095,873923f4-354d-414e-a04a-3c3e863dae7b
-75.023679223999977,40.032745359000046,114,Trenton Line,Holmesburg Junction,4783 Rhawn St,Rahwn St,Tulip St,Philadelphia,PA,19136,Philadelphia,Philadelphia,2,AMTRAK,Leased,77.2,No,Yes,37,37,0,0,No,No,No,Low,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,5,173,6,619,43,49,518,668,561,,,54,74,60,53,114,127,,,60,31,23,49,83,80,,,865,768,3537,3012,,181082,154299,,90708,40.03274536,-75.02367922,7f7e7738-09ec-4b4e-afc8-a8ac2fc04ea2
-74.817148109999948,40.140138124000032,115,Trenton Line,Levittown,8301 Bristol Pike,Bristol Pike,Levittown Pkwy,Bristol,PA,19007,Tullytown,Bucks,4,AMTRAK,Leased,63.3,No,Yes,382,382,4,8,No,No,No,High,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,8,10,140,,535,31,32,613,567,644,,,132,25,24,163,156,188,,,79,15,12,83,91,98,,,814,930,3082,3506,,157975,179680,,90702,40.14013812,-74.81714811,fd5bca86-ba6a-4c14-975a-3093b14e944e
-75.155269964999945,39.997272902000077,116,Trenton Line,North Philadelphia,2900 N. Broad St,Broad St,Glenwood Ave,Philadelphia,PA,19132,Philadelphia,Philadelphia,1,AMTRAK,Leased,84.6,No,Yes,100,3,0,0,No,No,No,Low,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,197,8,3,21,31,5,34,26,,,,12,8,4,8,16,,,,11,4,2,4,13,,,46,55,182,159,,9318,8216,,90810,39.9972729,-75.15526996,fd71a833-3a00-475c-a9ba-b09d369be5df
-75.03902599099996,40.023237985000037,117,Trenton Line,Tacony,4938 Disston St,Disston St,Keystone St,Philadelphia,PA,19135,Philadelphia,Philadelphia,2,AMTRAK,Leased,78.2,No,No,N/A,0,0,0,No,No,No,Mini,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,5,173,6,152,35,40,174,192,209,,,34,24,18,36,52,60,,,19,21,32,23,51,44,,,295,313,1063,1149,,54622,58967,,90709,40.02323799,-75.03902599,38864e3e-6bf2-4ca1-bcea-1c12b77b351d
-74.984499147999941,40.054404132000059,118,Trenton Line,Torresdale,9648 James St,James St,Grant Ave,Philadelphia,PA,19114,Philadelphia,Philadelphia,3,AMTRAK,Leased,74.6,No,Yes,331,331,0,0,No,No,No,Low,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,5,169,6,1085,55,75,1040,1160,1095,,,181,43,47,152,228,195,,,41,38,43,44,84,82,,,1472,1372,6112,5752,,312528,294121,,90707,40.05440413,-74.98449915,b58800d7-9460-40e9-867e-554d561abaad
-74.753989833999981,40.218421690000071,119,Trenton Line,Trenton Transit Center,83 S. Clinton Ave,S. Clinton Ave,Raoul Wallenberg Ave,Trenton,NJ,08609,Trenton,Mercer,6,NJ Transit,Not Owned or Leased,56.7,Yes,Yes,3450,3450,2,10,Yes,Yes,Yes,High,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,1103,0,0,1330,1103,1330,,,1343,0,0,1191,1343,1191,,,1269,0,0,1270,1269,1270,,,3715,3791,8127,9111,,424703,474742,,90701,40.21852318,-74.75386915,d90f2cd8-2a6e-4c74-a7a1-879cace6d7aa
-75.153164106999952,40.114130054000043,120,Warminster Line,Ardsley,2620 Jenkintown Rd,Jenkintown Rd,Eagle Hill Rd,Glenside,PA,19038,Abington,Montgomery,3,SEPTA,Own,0.9,Yes,Yes,47,47,0,0,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,4,153,,154,16,12,162,166,178,,,61,12,7,56,68,68,,,49,7,20,160,69,167,,,303,413,967,1125,,49868,58612,,90412,40.11413005,-75.15316411,8143a4af-d1db-413a-9091-c3cd2f0f25ac
-75.118644665999966,40.133248863000063,121,Warminster Line,Crestmont,2198 Rubicam Ave,Rubicam Ave,Rockwell Rd,Willow Grove,PA,19090,Abington,Montgomery,3,SEPTA,Own,3.3,Yes,Yes,20,20,0,0,No,No,No,Low,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,4,153,,107,1,1,97,108,98,,,32,2,3,20,35,22,,,19,3,2,64,21,67,,,164,187,596,579,,30578,30020,,90414,40.13324886,-75.11864467,83f639e6-dfe5-46c8-9628-fdf343f056e6
-75.102832575999969,40.175587875000076,122,Warminster Line,Hatboro,40 S. Penn St,Penn St,Byberry Rd,Hatbro,PA,19040,Hatboro,Bucks,3,SEPTA,Own,6.5,No,Yes,268,224,0,0,No,No,No,Low,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,12,152,,518,1,0,617,518,618,,,175,2,3,183,178,185,,,92,0,2,135,94,135,,,790,938,2860,3412,,146670,175142,,90416,40.17558788,-75.10283258,5ca8da1a-9249-44de-a7e9-9131644515ca
-75.134048119999989,40.120909293000068,123,Warminster Line,Roslyn,1095 Easton Rd,Easton Rd,Susquehanna Rd,Abington,PA,19001,Abington,Montgomery,3,SEPTA,Own,2.1,Yes,Yes,87,60,0,0,No,No,No,Mini,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,4,153,,290,4,8,249,298,253,,,88,10,2,63,90,73,,,51,1,1,27,52,28,,,440,354,1631,1366,,83635,69935,,90413,40.12090929,-75.13404812,d36ce6b9-efbc-4279-85ae-f7f6e3878f81
-75.088976023999976,40.195142506000025,124,Warminster Line,Warminster,100 Station Dr,Station Dr,Jacksonville Rd,Warminster,PA,18974,Warminster,Bucks,3,SEPTA,Own,8,Yes,Yes,800,787,4,8,No,No,No,High,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,8,12,29,,1128,0,0,1034,1128,1034,,,408,0,0,473,408,473,,,308,2,0,271,308,273,,,1844,1780,6354,5916,,326644,304100,,90417,40.19514251,-75.08897602,2474abd6-2a94-448c-aecc-cc7027a19fab
-75.11434727599999,40.143685134000066,125,Warminster Line,Willow Grove,215 Davisville Rd (off Old York Rd),Davisville Rd,Old York Rd,Willow Grove,PA,19090,Upper Moreland,Montgomery,3,SEPTA,Own,4.1,No,Yes,190,160,2,4,No,No,No,Low,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,12,152,,445,6,3,423,448,429,,,200,7,12,199,212,206,,,133,1,0,19,133,20,,,793,655,2585,2371,,132978,121267,,90415,40.14368513,-75.11434728,fc92e65d-383a-43e4-b818-e75fa296646a
-75.068690097999934,40.116477103000079,126,West Trenton Line,Bethayres,500 Station Ave,Station Ave,Welsh Rd,Huntingdon Valley,PA,19006,Lower Moreland,Montgomery,3,SEPTA,Own,15.1,Yes,Yes,410,410,0,0,No,No,No,Mini,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,12,152,,591,10,23,628,614,638,,,94,1,1,99,95,100,,,67,5,0,50,67,55,,,776,793,3234,3346,,165473,171131,,90318,40.11647195,-75.06868899,87340e43-7bb4-4731-a949-14c19c37cc01
-75.020920365999984,40.127821327000049,127,West Trenton Line,Forest Hills,299 Byberry Rd,Byberry Rd,Philmont Ave,Philadelphia,PA,19116,Philadelphia,Philadelphia,3,SEPTA,Own,17.7,Yes,Yes,155,155,4,8,No,No,No,Mini,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,5,170,10,480,4,6,445,486,449,,,43,0,0,53,43,53,,,55,1,4,29,59,30,,,588,532,2532,2326,,129588,118889,,90320,40.12781652,-75.02091885,fac45670-7e00-4dcf-a232-3f2ab88d0a1e
-74.913019003999977,40.160661005000065,128,West Trenton Line,Langhorne,137 Comly Ave,Comly Ave,Bellevue Ave,Langhorne,PA,19047,Middletown,Bucks,4,SEPTA,Own,23.9,No,Yes,437,392,0,0,No,No,No,Low,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,6,142,,560,15,6,595,566,610,,,200,8,4,196,204,204,,,106,2,2,98,108,100,,,878,914,3142,3354,,161202,171958,,90324,40.16065653,-74.91301721,40341ec6-de05-4dba-889c-7b107bb01be4
-75.092473003999942,40.111320617000047,129,West Trenton Line,Meadowbrook,1430 Old Valley Rd,Old Valley Rd,Mill Rd,Jenkintown,PA,19046,Abington,Montgomery,3,SEPTA,Own,13.8,No,Yes,90,90,0,0,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,4,153,,142,1,26,127,168,128,,,36,0,0,29,36,29,,,26,1,1,17,27,18,,,231,175,903,687,,46278,35192,,90317,40.11131547,-75.09247188,c5649ed1-4124-47fb-bb61-87d73c358303
